"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT06","WT08"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-10","8.05",,"0.00","0.0","0.0",,"41","25","   20","  360","16.1","21.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-11","9.17",,"0.00","0.0","0.0",,"50","32","  100","  130","14.1","18.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-12","6.71",,"0.02","0.0","0.0",,"48","41","  350","  340","13.0","16.1","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-13","6.26",,"0.00","0.0","0.0",,"51","35","  100","   80","14.1","16.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-14","9.84",,"0.00","0.0","0.0",,"54","32","  150","  140","16.1","21.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-15","8.28",,"0.09","0.0","0.0",,"62","40","  300","  310","23.9","29.1","    1",,"    1",,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-16","6.26",,"0.00","0.0","0.0",,"47","29","  330","  320","16.1","21.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-17","11.41",,"0.00","0.0","0.0",,"59","28","  140","  140","19.9","25.1","    1",,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-18","15.21",,"0.19","0.0","0.0",,"70","38","  330","  320","31.1","40.9","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-19","9.40",,"0.00","0.0","0.0",,"43","25","  310","  310","25.9","33.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-20","10.29",,"0.00","0.0","0.0",,"62","25","  190","  210","23.0","31.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-21","9.17",,"0.00","0.0","0.0",,"57","29","  330","  330","21.0","23.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-22","4.47",,"0.00","0.0","0.0",,"41","23","  330","  320","13.0","19.0",,,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-23","4.47",,"0.00","0.0","0.0",,"58","25","  230","  240","15.0","19.0",,,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-24","7.61",,"0.00","0.0","0.0",,"75","29","  210","  200","21.9","28.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-25","7.38",,"0.00","0.0","0.0",,"61","32","  320","  320","25.9","35.1",,,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-26","3.13",,"0.00","0.0","0.0",,"62","28","  220","  210","12.1","15.0","    1","    1",,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-27","7.38",,"0.00","0.0","0.0",,"72","30","  170","  160","17.0","21.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-28","10.74",,"0.00","0.0","0.0",,"75","43","  220","  200","21.9","28.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-29","8.95",,"0.00","0.0","0.0",,"56","43","   10","   40","16.1","23.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-11-30","6.04",,"0.00","0.0","0.0",,"58","24","  310","  340","18.1","23.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-01","3.80",,"0.00","0.0","0.0",,"56","21","  100","  190","10.1","14.1","    1","    1",,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-02","3.13",,"0.00","0.0","0.0",,"62","33","  260","  250","8.9","13.0",,,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-03","9.17",,"0.00","0.0","0.0",,"67","28","  130","  140","18.1","23.0","    1","    1",,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-04","18.12",,"0.16","0.0","0.0",,"71","47","  280","  280","31.1","44.1","    1",,"    1",,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-05","12.97",,"0.00","0.0","0.0",,"46","28","  280","  270","29.1","38.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-06","10.29",,"0.00","0.0","0.0",,"47","26","  270","  270","21.0","27.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-07","12.97",,"0.00","0.0","0.0",,"35","16","  330","  310","23.9","32.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-08","6.49",,"0.00","0.0","0.0",,"38","12","  230","  260","14.1","19.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-09","12.08",,"0.00","0.0","0.0",,"36","18","  310","  310","25.1","32.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-10","6.93",,"0.00","0.0","0.0",,"51","15","  290","  230","21.0","30.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-11","14.09",,"0.00","0.0","0.0",,"56","23","  290","  280","36.0","46.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-12","11.18",,"0.00","0.0","0.0",,"42","19","  330","  340","29.1","38.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-13","12.30",,"0.00","0.0","0.0",,"58","19","  290","  280","36.0","47.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-14","6.71",,"0.00","0.0","0.0",,"39","28","   30","  330","19.9","25.9",,,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-15","8.28",,"0.00","0.0","0.0",,"45","25","  300","  300","18.1","25.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-16","8.50",,"0.00","0.0","0.0",,"62","21","  230","  220","19.9","25.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-17","6.71",,"0.00","0.0","0.0",,"54","38","  230","  230","16.1","19.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-18","8.50",,"0.00","0.0","0.0",,"54","32","  240","  230","18.1","23.9","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-19","5.14",,"0.00","0.0","0.0",,"53","27","  290","  290","16.1","19.9","    1","    1",,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-20","8.28",,"0.00","0.0","0.0",,"52","29","   30","   30","17.0","23.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-21","9.40",,"0.00","0.0","0.0",,"59","29","  170","  160","19.9","25.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-22","7.83",,"0.12",,"0.0",,"50","35","  280","  290","16.1","19.9","    1",,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-23","8.72",,"0.07",,,,"37","29","  330","  360","18.1","25.1","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-24","11.18",,"0.00",,,,"29","21","  290","  320","23.0","33.1","    1",,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-25","7.16",,"0.00","0.0",,,"29","16","  270","  290","16.1","21.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-26","10.29",,"0.00",,,,"23","6","   20","   20","16.1","19.9",,,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-27","6.93",,"0.00","0.0",,,"14","1","   80","   40","12.1","15.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-28","5.59",,"0.00","0.0",,,"20","7","  140","  140","12.1","13.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-29","5.59",,"0.00","0.0",,,"25","12","  340","  100","12.1","14.1","    1",,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-30",,,"0.00","0.0",,,"24",,,,,,"    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2017-12-31",,,"0.00","0.0",,,,,,,,,,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-01",,,"0.00","0.0",,,,,,,,,,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-02",,,"0.00","0.0",,,,,,,,,,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-03",,,"0.00","0.0",,,"26",,,,,,,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-04","6.49",,"0.00",,,,"18","2","  300","  330","13.0","18.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-05","6.26",,"0.00","0.0",,,"22","5","   40","   20","13.0","16.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-06","6.49",,"0.00","0.0",,,"21","0","  130","  130","13.0","17.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-07","8.50",,"0.31","0.0",,,"40","20","  160","  160","15.0","21.0","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-08","3.58",,"0.00","0.0","0.0",,"36","32","  320","  310","12.1","14.1","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-09","7.61",,"0.00","0.0","0.0",,"37","30","  150","  140","13.0","16.1","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-10","12.97",,"0.00","0.0","0.0",,"60","36","  190","  190","25.9","35.1","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-11","13.87",,"0.06",,"0.0",,"63","17","  300","  300","28.0","35.1","    1",,,"    1",
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-12","15.66",,"0.00",,,,"19","13","  330","  320","23.9","33.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-13","7.38",,"0.00","0.0","0.0",,"24","13","  330","  330","18.1","23.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-14","10.29",,"0.01",,"0.0",,"26","13","  180","  170","19.9","23.9","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-15","13.87",,"0.02",,,,"30","5","  320","  350","25.9","36.0","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-16","12.30",,"0.00",,,,"10","-1","  290","  290","23.0","30.0",,,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-17","6.49",,"0.00","0.0",,,"24","2","  230","  230","14.1","17.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-18","8.05",,"0.00","0.0",,,"45","12","  210","  210","19.9","23.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-19","7.83",,"0.00","0.0","0.0",,"56","17","  230","  230","21.0","25.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-20","6.26",,"0.00","0.0","0.0",,"54","24","  100","  100","14.1","16.1","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-21","10.74",,"0.00","0.0","0.0",,"71","31","  180","  190","19.9","27.1","    1","    1",,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-22","17.67",,"0.55",,"0.0",,"62","35","  230","  250","30.0","42.1","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-23","14.99"," 1155","0.01",,,,"37","33","  300","  280","23.9","35.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-24","5.82"," 1201","0.00",,,,"40","23","  280","  290","15.0","19.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-25","9.62"," 1129","0.00",,,,"65","24","  230","  220","19.9","25.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-26","12.30"," 1253","0.00",,,,"61","28","  180","  200","25.9","34.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-27","5.82"," 1457","0.01",,,,"57","27","  310","  340","16.1","23.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-28","5.59"," 2237","0.00",,,,"55","21","   20","   20","19.9","25.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-29","10.29"," 0011","0.00",,,,"35","21","  300","   10","18.1","23.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-30","8.95"," 1635","0.00",,,,"39","12","  160","  160","21.0","25.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-01-31","8.95"," 1209","0.00",,,,"57","33","  250","  260","19.9","27.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-01","11.86"," 0927","0.00",,,,"40","17","  350","  350","21.9","29.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-02","6.04"," 0204","0.00",,,,"28","9","  330","  340","17.0","21.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-03","10.96"," 1511","0.00",,,,"47","27","  190","  190","21.0","27.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-04","12.53"," 1330","0.00",,,,"36","12","  310","  320","25.1","34.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-05","6.49"," 1314","0.00",,,,"28","2","  140","  120","15.0","19.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-06","8.50"," 2058","0.00",,,,"27","14","   20","   30","17.0","21.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-07","8.50"," 1549","0.00",,,,"34","15","  270","  300","15.0","23.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-08","7.61"," 1924","0.00",,,,"48","14","  140","  140","16.1","21.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-09","9.17"," 1439","0.00",,,,"56","27","   20","   30","21.0","28.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-10","12.08"," 0407","0.00",,,,"27","21","   20","  360","19.9","27.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-11","8.28"," 0629","0.00",,,,"27","17","  340","  330","17.0","21.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-12","7.83"," 1906","0.00",,,,"38","10","   30","   40","17.0","23.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-13","5.14"," 1536","0.00",,,,"47","18","  190","  180","13.0","16.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-14","6.26"," 1520","0.06",,,,"66","35","  230","  220","18.1","23.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-15","10.51"," 1334","0.05",,,,"79","42","  240","  240","29.1","36.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-16","11.18"," 0127","0.00",,,,"46","26","  330","  340","23.0","31.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-17","6.71"," 1556","0.16",,,,"42","26","  280","  280","19.9","25.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-18","11.18"," 1506","0.00",,,,"53","21","  160","  150","23.9","30.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-19","12.97"," 0846","0.62",,,,"66","50","  180","  180","25.9","38.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-20","14.76"," 1136","1.29",,,,"68","33","  190","  210","30.0","44.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-21","11.18"," 0151","0.14",,,,"33","27","  330","  290","19.9","25.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-22","7.61"," 0142","0.09",,,,"44","32","   20","   10","16.1","23.0","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-23","7.61"," 1026","0.24",,,,"47","39","  290","  280","13.0","17.0","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-24","10.96"," 2141","1.15",,,,"54","39","  280","  290","35.1","53.9","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-25","7.61"," 0043","0.00",,,,"52","32","  280","  300","31.1","42.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-26","5.59"," 1403","0.00",,,,"61","29","  180","  170","14.1","19.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-27","11.86"," 1218","0.00",,,,"70","33","  200","  200","21.9","31.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-02-28","6.04"," 0024","0.18",,,,"58","50","  260","  280","14.1","19.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-01","12.53",,"0.17","0.0","0.0",,"56","40","  330","  330","25.1","34.0","    1","    1","    1",,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-02","7.83",,"0.00","0.0","0.0",,"53","32","  110","  110","14.1","18.1",,,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-03","10.74",,"0.00","0.0","0.0",,"58","29","  110","  140","21.0","31.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-04","12.97",,"0.00","0.0","0.0",,"60","30","  120","  110","21.0","30.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-05","12.53",,"0.40","0.0","0.0",,"50","31","  290","  290","25.9","32.0","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-06","13.42",,"0.00",,"0.0",,"47","29","  290","  280","32.0","42.9","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-07","15.21",,"0.00","0.0","0.0",,"39","31","  290","  310","21.9","29.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-08","9.40",,"0.00","0.0","0.0",,"41","25","  300","  290","21.9","27.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-09","7.61",,"0.00","0.0","0.0",,"51","21","  100","  100","17.0","21.9","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-10","10.07",,"0.00","0.0","0.0",,"55","32","  110","  100","19.9","25.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-11","8.50",,"0.14",,"0.0",,"44","30","   50","   40","17.0","21.9","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-12","12.53",,"0.00","0.0","0.0",,"51","29","  330","  340","21.9","30.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-13","13.20",,"0.00","0.0","0.0",,"49","30","  310","  320","28.0","36.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-14","8.72",,"0.00","0.0","0.0",,"57","25","  230","  230","21.0","28.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-15","8.05",,"0.00","0.0","0.0",,"70","38","  260","  280","21.0","25.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-16","16.78",,"0.06",,"0.0",,"51","38","  100","  100","28.0","34.0",,,"    1",,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-17","8.50",,"0.00","0.0","0.0",,"46","40","  290","  290","21.0","25.9","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-18","5.14",,"0.00","0.0","0.0",,"44","36","  100","  120","10.1","14.1","    1",,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-19","10.51",,"1.58","0.0","0.0",,"50","37","   30","   30","23.9","33.1","    1",,"    1",,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-20","13.65",,"0.00","0.0","0.0",,"45","34","  360","  360","21.9","27.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-21","9.40",,"0.00","0.0","0.0",,"50","32","  300","  280","21.9","33.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-22","3.13",,"0.04","0.0","0.0",,"50","27","   50","  240","6.9","8.9","    1","    1",,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-23","13.87",,"0.26",,"0.0",,"52","40","  100","  100","23.9","31.1","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-24","16.33",,"0.69",,"0.0",,"43","35","  110","  100","29.1","38.0","    1",,"    1",,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-25","11.41",,"0.00","0.0","0.0",,"52","35","   50","   40","17.0","23.0","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-26","8.72",,"1.45",,"0.0",,"54","37","  100","  100","23.0","31.1","    1",,"    1",,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-27","4.70",,"0.55",,"0.0",,"57","45","  330","  330","16.1","19.9","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-28","3.13",,"0.06",,"0.0",,"49","42","   40","   40","12.1","14.1","    1",,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-29","9.17",,"0.33",,"0.0",,"48","46","   20","   10","17.0","25.1","    1",,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-30","7.61",,"0.00","0.0","0.0",,"55","37","  290","  260","18.1","23.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-03-31","9.17",,"0.14",,"0.0",,"57","37","  360","  360","23.0","31.1","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-01","10.07",,,,"0.0",,"40","25","   10","  360","19.9","23.9","    1","    1","    1",,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-02","9.84",,"0.12","0.0",,,"41","24","  110","  100","16.1","19.9","    1",,"    1",,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-03","17.22",,"0.01","0.0","0.0",,"71","36","  290","  290","36.0","47.0","    1","    1","    1",,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-04","11.41",,"0.00","0.0","0.0",,"41","29","  310","  310","32.0","42.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-05","8.05",,"0.00","0.0","0.0",,"64","28","  160","  170","18.1","25.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-06","13.20",,"0.00","0.0","0.0",,"52","28","  350","  350","21.9","32.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-07","8.28",,"0.00","0.0","0.0",,"45","24","  360","   10","18.1","25.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-08","5.82",,"0.00",,"0.0",,"43","27","  140","  140","15.0","17.0","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-09","7.61",,"0.00","0.0","0.0",,"47","34","   30","   40","16.1","19.9","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-10","5.82",,"0.00","0.0","0.0",,"51","34","  270","  290","14.1","19.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-11","12.08",,"0.00","0.0","0.0",,"78","36","  230","  210","25.1","33.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-12","13.20",,"0.00","0.0","0.0",,"87","52","  170","  170","25.9","33.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-13","14.32",,"1.26","0.0","0.0",,"82","60","  180","  170","30.0","36.9","    1",,"    1",,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-14","11.18",,"0.29","0.0","0.0",,"64","42","  120","  120","36.0","48.1","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-15","16.11",,"0.01","0.0","0.0",,"44","33","  290","  270","28.0","36.9","    1",,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-16","15.66",,"0.00",,"0.0",,"48","31","  310","  330","28.0","38.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-17","6.26",,"0.00","0.0","0.0",,"59","29","   70","   70","15.0","19.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-18","20.13",,"0.00","0.0","0.0",,"66","39","  300","  300","35.1","46.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-19","9.62",,"0.00","0.0","0.0",,"58","35","  320","  330","19.9","29.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-20","9.62",,"0.00","0.0","0.0",,"63","35","   90","  140","21.0","29.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-21","11.86",,"0.00","0.0","0.0",,"68","39","   80","   90","21.9","29.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-22","10.96",,"0.02","0.0","0.0",,"64","53","   20","   20","21.0","25.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-23","11.86",,"0.03","0.0","0.0",,"62","50","   30","   40","21.9","30.0","    1",,,,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-24","9.62",,"0.00","0.0","0.0",,"74","51","   20","   20","21.9","27.1","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-25","8.50",,"0.00","0.0","0.0",,"66","47","   30","  330","15.0","19.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-26","6.26",,"0.00","0.0","0.0",,"72","48","  280","  280","15.0","21.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-27","11.63",,"0.00","0.0","0.0",,"73","52","  270","  260","21.0","29.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-28","9.84",,"0.00","0.0","0.0",,"64","43","   10","   10","21.9","25.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-29","10.07",,"0.00","0.0","0.0",,"67","39","  120","  120","17.0","23.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-04-30","12.30",,"0.00","0.0","0.0",,"82","41","  130","  140","23.9","29.1",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-05-01","13.87",,"0.00","0.0","0.0",,"89","49","  170","  180","23.9","32.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-05-02","14.32",,"0.00","0.0","0.0",,"89","69","  220","  230","23.9","36.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-05-03","12.53",,"1.29","0.0","0.0",,"77","65","  150","  140","29.1","38.9","    1",,"    1",,"    1"
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-05-04","7.83",,"0.00","0.0","0.0",,"75","54","  310","  310","18.1","23.9",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-05-05","2.46",,"0.00","0.0","0.0",,"81","52","   30","   30","12.1","16.1","    1",,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-05-06","6.04",,"0.00","0.0","0.0",,"86","55","  290","  280","18.1","25.9",,,"    1",,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-05-07","6.71",,"0.00","0.0","0.0",,"79","54","   40","   70","17.0","23.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-05-08","9.84",,"0.00","0.0","0.0",,"82","50","  130","  130","18.1","30.0",,,,,
"USW00053904","ST CHARLES CO AIRPORT, MO US","2018-05-09","11.18",,"1.10","0.0","0.0",,"88","63","  240","  210","21.0","28.0","    1",,"    1",,
